137,32,37,3,38,23,10,38,47,33,24,28,24
138,37,27,23,15,44,4,9,42,47,3,14,20
139,2,39,12,16,26,43,13,33,23,43,48,12
140,47,29,47,21,8,35,10,20,21,21,48,41
141,14,1,23,37,26,13,41,43,28,50,1,34
142,27,45,50,48,39,47,15,24,42,35,39,1
143,44,48,21,6,45,11,14,6,21,17,39,4
144,12,42,16,10,34,28,48,48,25,23,39,42
145,35,35,11,26,24,8,41,26,2,17,9,30
146,27,28,45,16,23,44,13,45,22,49,3,12
147,17,43,2,1,6,28,11,2,19,19,4,20
148,45,4,36,36,4,43,29,6,19,30,6,20
149,16,38,8,22,6,46,2,42,5,19,26,32
150,18,49,25,27,28,3,15,24,1,39,35,24
151,8,47,43,11,27,29,35,29,16,24,33,18
152,20,10,33,16,32,31,42,12,4,41,20,32
153,36,21,1,31,35,36,6,25,27,43,31,37
154,10,40,5,44,15,5,6,32,40,6,42,22
155,15,41,27,31,39,28,23,14,10,50,38,4
156,6,22,40,28,48,5,34,16,41,36,37,12
157,19,19,5,1,44,43,43,38,47,22,4,32
158,1,24,44,3,50,21,7,6,49,8,45,49
159,43,46,22,27,16,3,22,31,29,23,29,34
160,42,4,29,25,38,34,44,37,24,8,12,5
161,40,37,16,22,9,28,24,24,46,14,47,43
162,42,25,20,47,33,13,29,30,42,11,35,18
163,7,28,32,28,20,35,37,6,50,19,19,23
164,41,44,24,12,1,46,30,31,6,22,14,3
165,15,3,6,16,47,40,16,3,28,19,41,9
166,28,30,9,46,16,24,27,16,6,49,24,22
167,40,47,50,32,31,6,23,8,42,31,8,3
168,35,2,5,47,4,4,13,47,44,17,8,43
169,47,3,10,9,3,46,13,41,28,24,32,14
170,39,5,40,28,22,30,19,26,48,49,29,2
171,47,14,41,41,27,29,1,29,8,38,1,49
172,41,29,21,35,24,17,21,32,20,11,22,28
173,11,8,13,7,18,11,5,44,26,5,11,30
174,2,21,42,7,28,13,6,19,49,18,24,37
175,48,27,7,15,41,27,1,42,37,32,29,35
176,27,7,8,6,1,5,9,10,30,18,21,41
177,5,16,17,20,30,15,47,43,36,22,16,25
178,25,29,16,17,32,48,48,41,49,25,24,31
179,21,36,33,18,19,13,24,35,30,11,50,26
180,35,17,35,4,29,23,34,44,16,49,17,9
181,25,44,28,47,13,49,24,4,36,41,23,18
182,1,47,7,44,37,4,28,5,30,20,5,2
183,37,19,30,24,1,14,8,3,12,38,35,14
184,22,7,33,49,10,20,16,39,44,33,1,38
185,7,38,46,32,21,29,42,23,37,5,32,46
186,5,43,49,8,28,32,11,50,9,3,7,22
187,36,2,40,6,8,43,7,30,21,6,23,9
188,34,29,7,25,47,38,35,45,48,6,24,22
189,26,19,2,30,43,19,32,18,42,27,13,43
190,50,21,11,12,32,10,2,9,36,31,24,39
191,25,43,6,4,37,14,4,6,33,47,32,17
192,35,4,12,3,38,23,31,48,13,26,33,28
193,14,40,47,26,19,13,38,3,11,34,41,46
194,23,22,30,20,40,31,21,28,19,17,34,35
195,11,49,50,39,33,29,24,18,18,49,50,19
196,8,46,31,32,47,47,33,16,41,36,45,49
197,14,20,36,6,45,26,29,7,14,1,34,22
198,22,24,48,39,12,47,5,32,10,29,48,3
199,11,31,6,34,40,25,27,45,9,4,49,25
200,4,26,38,38,26,10,19,32,17,46,46,36
201,15,23,34,2,43,17,35,46,23,23,12,41
202,30,42,21,21,31,28,3,24,25,37,21,11
203,16,21,49,18,50,46,50,38,10,22,34,13
204,44,23,18,45,9,22,50,6,32,32,10,27
205,6,42,7,15,18,33,7,27,37,36,23,28
206,3,16,50,1,43,48,28,6,46,25,37,20
207,12,25,8,45,39,11,34,29,50,25,6,49
208,23,4,35,40,37,30,24,42,6,1,22,27
209,18,47,45,24,48,32,2,31,41,40,20,21
210,7,15,26,10,14,31,34,29,45,5,36,1
211,45,42,4,44,34,1,7,32,15,31,16,5
212,45,41,42,4,48,46,42,7,12,44,22,30
213,33,3,39,41,26,14,35,50,5,5,3,43
214,11,35,17,25,24,2,26,7,36,26,24,32
215,18,25,10,4,9,29,13,14,5,31,7,42
216,6,38,37,8,24,46,47,18,44,32,26,2
217,29,4,21,50,5,38,11,49,35,47,39,29
218,44,33,7,43,5,35,49,21,19,15,37,21
219,36,2,3,36,20,8,44,14,44,40,40,19
220,12,39,39,18,3,11,42,40,3,50,19,24
221,33,1,38,49,5,25,26,9,8,3,32,34
222,23,13,31,32,45,37,41,36,30,11,5,20
223,50,35,36,16,27,45,35,22,44,49,25,40
224,18,30,10,40,31,11,23,21,46,21,37,21
225,1,48,11,14,17,19,26,34,14,44,9,26
226,2,38,11,29,26,31,4,10,34,29,37,9
227,14,44,18,1,41,18,5,38,47,39,45,35
228,35,21,40,18,19,45,6,35,9,25,14,41
229,50,40,49,24,35,20,3,20,32,21,34,14
230,32,11,26,35,14,29,3,42,44,46,7,4
231,14,13,5,23,38,41,26,45,7,35,6,11
232,33,27,36,45,44,27,34,8,41,5,3,12
233,40,39,7,13,16,35,2,43,5,32,27,8
234,21,12,22,47,6,7,17,22,10,27,49,44
235,21,19,20,40,48,49,44,18,2,40,35,33
236,19,26,21,6,32,40,41,49,34,14,19,37
237,45,47,22,36,7,40,3,33,30,17,29,9
238,24,14,14,13,15,4,35,41,47,35,23,31
239,36,3,16,38,41,28,35,29,6,33,14,9
240,37,1,29,32,16,13,43,1,4,16,40,46
241,22,46,27,32,46,6,10,35,7,43,41,37
242,5,13,50,15,30,23,17,18,34,8,3,42
243,21,4,20,39,10,7,10,3,7,20,6,36
244,23,47,27,48,36,50,35,41,28,37,7,36
245,31,38,35,21,20,30,44,35,48,9,48,49
246,1,5,50,34,42,44,5,46,45,28,34,7
247,24,12,26,5,45,15,6,41,27,49,29,47
248,6,18,36,25,42,1,37,5,47,9,12,15
249,43,34,29,38,13,24,9,33,1,2,40,20
250,34,38,19,21,41,42,38,39,35,27,43,46
251,24,43,4,25,34,27,20,19,38,1,50,41
252,46,48,27,7,23,49,47,41,16,9,47,23
253,29,1,47,32,28,24,39,44,10,2,45,31
254,8,41,46,8,37,9,35,2,10,7,22,11
255,32,41,46,13,27,4,17,45,32,15,9,41
256,38,20,47,7,49,23,2,47,11,35,12,34
257,27,23,13,45,27,18,30,30,25,36,4,49
258,50,45,8,44,50,5,22,42,3,44,11,23
259,32,50,12,30,20,6,22,43,43,13,47,1
260,7,46,25,26,13,45,35,1,32,13,46,4
261,41,45,48,27,44,35,10,37,22,31,35,47
262,29,46,45,1,7,5,33,36,33,14,17,5
263,22,41,12,15,50,12,8,33,12,27,12,44
264,10,47,30,1,36,19,21,47,42,18,32,24
265,13,15,1,26,23,49,7,5,48,44,20,4
266,34,20,50,49,31,41,22,40,22,18,40,40
267,35,30,16,21,26,39,26,22,28,50,4,20
268,25,44,41,41,35,17,1,47,2,49,36,16
269,13,49,3,8,33,50,10,22,5,45,20,8
270,24,21,45,44,11,3,12,41,17,46,40,15
271,19,6,30,15,25,19,26,30,2,10,44,10
272,28,11,2,17,48,23,7,44,18,9,27,44
273,10,23,41,19,45,19,8,5,43,47,48,30
274,32,25,19,5,25,40,18,17,1,23,49,3
275,34,37,27,36,13,40,28,9,39,12,17,14
276,23,5,47,24,37,26,21,43,16,4,16,44
277,3,46,38,42,31,3,13,48,24,15,27,3
278,38,48,14,36,5,21,40,27,22,30,35,50
279,8,9,2,40,30,17,46,11,37,19,17,25
280,23,48,45,2,31,44,25,32,36,45,28,14
281,30,5,30,19,43,35,39,14,4,8,29,38
282,41,26,41,48,40,2,31,41,11,9,6,4
283,47,18,40,17,23,29,4,3,7,45,12,11
284,16,50,6,18,10,33,44,28,18,6,19,38
285,39,25,29,22,9,22,6,14,26,43,18,2
286,17,23,36,14,15,39,42,31,12,20,37,15
287,36,30,22,39,5,31,29,9,50,42,48,7
288,29,19,12,34,1,43,42,30,5,43,36,22
289,3,11,36,35,42,40,6,11,41,49,25,39
290,11,43,36,46,23,35,39,37,26,3,48,37
291,4,18,8,6,25,6,23,38,11,38,20,15
292,17,50,36,47,35,14,38,20,23,30,48,35
293,6,19,4,8,18,31,10,7,7,34,21,2
294,31,35,38,28,31,47,13,33,30,50,24,29
295,7,36,33,38,48,16,8,22,36,44,8,28
296,28,22,3,42,12,45,27,42,24,39,4,23
297,11,24,16,28,8,27,50,46,6,20,27,5
298,28,8,10,41,27,10,40,8,38,35,46,13
299,35,16,18,10,14,22,10,35,44,42,19,35
300,40,21,43,31,45,20,18,6,44,29,49,20
301,48,49,41,42,29,29,39,29,18,41,46,37
302,47,6,9,42,32,42,8,19,46,39,36,30
303,42,43,28,6,48,1,15,40,35,27,42,19
304,20,31,18,20,36,16,33,32,17,45,21,43
305,39,11,34,6,5,4,48,9,34,41,31,38
306,21,40,8,30,46,47,10,10,19,12,21,40
307,20,50,46,42,20,10,37,15,36,23,38,40
308,8,19,2,17,48,18,30,20,33,3,25,2
309,43,16,30,11,11,18,23,16,36,12,40,11
310,28,26,23,42,15,25,8,29,19,17,25,30
311,24,17,47,1,12,23,1,34,14,18,44,3
312,3,2,35,28,22,40,6,32,3,34,7,23
313,23,29,3,15,24,45,38,41,11,41,46,18
314,2,11,15,43,20,49,21,4,44,45,42,6
315,38,21,2,16,35,34,2,48,18,13,37,44
316,13,37,10,17,13,19,2,4,38,28,32,37
317,43,16,10,19,13,4,6,33,27,39,50,17
318,48,22,46,24,42,2,32,24,44,26,10,25
319,9,11,29,17,21,5,37,30,48,9,3,24
320,21,27,20,28,30,33,43,10,18,35,20,32
321,18,2,3,40,44,2,49,25,21,50,25,19
322,31,25,30,16,26,1,16,46,28,42,22,29
323,32,31,12,41,38,9,21,17,37,6,44,10
324,26,28,18,42,23,15,33,1,14,14,21,8
325,24,25,28,35,14,33,3,10,4,44,35,46
326,12,15,4,11,30,20,30,28,47,4,9,41
327,18,33,3,29,47,49,40,15,35,23,6,49
328,15,47,44,2,35,8,10,36,26,9,7,35
329,14,28,33,16,28,14,20,7,16,39,12,1
330,50,4,41,20,6,1,50,27,14,36,2,44
331,45,16,43,29,50,26,37,50,14,18,5,39
332,37,19,12,49,21,29,41,15,11,30,32,30
333,40,41,12,3,28,37,24,45,48,3,35,18
334,34,27,3,17,35,26,18,37,35,21,2,5
335,42,25,18,20,28,48,7,3,35,29,29,18
336,36,48,11,47,16,6,13,30,33,6,9,35
337,11,20,47,32,8,19,39,12,49,24,50,17
338,39,2,32,6,32,14,21,9,42,13,15,33
339,2,3,17,37,12,27,45,21,50,34,34,36
340,18,5,1,20,44,47,8,10,27,20,3,32
341,18,8,1,15,3,30,31,33,32,27,44,27
342,42,26,50,5,3,50,29,8,29,32,46,20
343,34,31,32,6,8,47,28,47,12,17,6,26
344,38,49,11,47,47,5,9,45,46,6,40,27
345,1,7,5,47,5,1,7,27,50,24,3,45
346,4,19,25,13,24,12,1,48,9,5,23,3
347,3,12,29,24,25,44,3,28,13,39,50,41
348,8,49,36,19,44,50,40,1,21,34,11,32
349,47,45,19,12,3,31,24,21,45,34,45,36
350,2,28,47,11,30,27,27,39,8,15,13,26
351,14,44,43,4,41,31,16,27,42,32,25,49
352,19,45,20,29,15,32,30,48,16,11,10,18
353,46,41,23,43,47,28,6,33,39,27,10,47
354,36,30,46,26,3,18,12,50,22,38,36,3
355,18,19,33,26,20,12,14,19,21,29,11,3
356,28,28,4,5,3,42,3,43,49,41,4,38
357,34,12,50,21,35,32,37,24,26,11,44,31
358,40,14,47,16,24,33,5,38,35,28,5,50
359,40,2,34,50,43,34,10,47,7,19,38,43
360,43,46,34,33,33,48,1,36,46,45,17,12
361,43,7,35,23,19,17,46,5,16,3,42,18
362,26,16,29,18,11,43,48,19,4,30,25,48
363,31,2,49,39,10,44,9,34,15,15,35,36
364,3,12,46,38,13,50,30,45,26,18,18,20
365,27,6,44,20,23,6,16,4,20,23,32,48
366,39,40,19,17,30,5,49,14,38,8,8,9
367,13,7,21,3,26,37,50,25,15,44,39,48
368,13,41,32,22,50,11,29,29,48,4,10,42
369,25,2,30,18,3,26,6,39,38,1,9,14
370,5,3,38,1,28,30,37,21,10,27,45,37
371,24,1,14,36,10,17,20,13,30,31,50,9
372,38,48,17,33,13,25,21,9,26,22,8,18
373,2,2,49,25,20,5,14,43,18,36,28,43
374,33,44,28,18,39,9,36,23,22,40,33,49
375,50,21,50,50,7,2,13,37,13,14,39,15
376,10,45,39,40,48,32,41,9,28,47,27,47
377,47,40,42,28,20,10,24,15,28,50,47,34
378,22,5,49,7,41,15,30,12,22,3,32,31
379,13,27,5,42,3,1,14,38,7,8,49,24
380,48,23,21,48,21,16,23,10,39,50,28,12
381,36,24,42,12,5,16,26,42,33,27,32,49
382,43,39,36,8,9,4,18,50,17,19,9,44
383,15,26,3,28,4,32,1,34,4,6,40,11
384,24,31,24,22,20,24,31,23,30,23,39,2
385,33,11,24,9,42,42,24,2,40,15,45,4
386,18,19,37,5,23,49,26,37,41,30,16,25
387,27,26,19,40,33,44,14,11,17,6,49,12
388,19,12,37,25,43,8,42,36,33,43,11,10
389,38,9,21,8,45,30,6,44,12,10,35,10
390,47,13,35,31,17,38,28,30,28,7,28,14
391,2,14,36,40,49,13,26,1,30,18,34,28
392,40,1,47,13,10,4,16,14,32,46,11,11
393,25,44,5,5,26,9,21,16,2,14,4,38
394,33,6,39,29,36,32,41,1,17,12,5,41
395,28,10,2,21,8,13,36,11,17,20,34,44
396,12,1,6,31,21,41,16,17,26,22,45,9
397,47,46,23,49,32,23,38,30,20,42,2,16
398,5,29,10,24,18,46,24,26,8,24,16,50
399,17,27,20,20,41,31,46,30,9,31,22,31
400,48,1,49,33,33,27,35,17,28,16,46,36
401,49,18,15,48,15,13,35,9,44,9,44,10
402,45,28,28,26,9,13,30,6,45,35,47,39
403,12,18,45,9,9,14,45,25,32,15,45,13
404,9,46,5,50,43,6,31,14,34,13,46,43
405,22,40,43,5,19,32,4,20,46,32,27,3
406,7,26,23,49,39,25,20,22,10,30,41,13
407,26,31,43,34,10,47,6,33,24,22,44,20
408,14,27,29,9,3,15,34,45,46,16,17,2
409,32,32,18,41,33,36,26,26,13,17,49,10
410,40,24,46,3,16,40,11,28,22,4,13,47
411,18,40,50,32,5,21,24,35,2,4,47,41
412,47,18,11,3,35,22,6,48,22,27,6,14
413,27,36,9,13,47,37,26,2,30,19,30,28
414,48,14,20,10,49,29,22,18,39,3,7,4
415,39,24,41,8,40,16,19,24,8,2,25,34
416,4,25,27,36,21,14,31,39,4,35,26,25
417,23,25,42,9,46,49,4,34,8,21,20,8
418,44,44,5,36,24,35,43,45,9,16,34,6
419,12,25,22,9,30,5,46,23,28,38,4,39
420,1,41,7,42,31,2,34,22,5,41,20,10
421,29,33,15,6,44,20,4,23,43,7,17,44
422,18,2,18,48,16,5,41,16,30,29,14,7
423,47,47,6,29,1,32,34,43,35,5,46,26
424,12,16,20,47,11,10,44,50,39,21,17,17
425,50,30,37,29,22,7,9,40,16,40,43,24
426,18,31,8,33,45,28,19,23,38,15,40,36
427,39,11,28,27,26,40,7,40,17,20,25,32
428,15,45,6,40,49,27,45,35,7,4,17,1
429,28,22,14,35,5,39,22,21,22,39,46,46
430,3,25,31,35,1,20,30,42,40,34,32,14
431,50,7,10,17,45,25,45,37,6,9,26,21
432,44,43,26,35,8,49,38,1,3,35,1,8
433,26,8,11,21,28,5,35,16,20,24,11,23
434,44,7,35,36,2,30,5,44,26,23,11,46
435,14,27,17,39,20,36,7,49,2,15,8,8
436,44,27,15,33,5,40,5,40,22,3,44,43
437,20,17,13,23,2,33,9,1,34,22,7,30
438,8,3,22,9,10,19,29,46,7,14,19,20
439,17,44,11,12,30,38,23,11,11,50,3,16
440,28,48,35,41,42,3,41,28,34,30,23,41
441,45,14,21,29,24,28,48,16,44,44,19,21
442,11,22,2,14,5,10,29,31,44,10,24,29
443,29,45,10,17,37,35,19,40,4,45,43,25
444,4,47,5,27,42,27,28,31,24,47,21,29
445,38,9,32,24,23,9,25,24,10,35,43,23
446,3,46,2,45,40,41,32,25,47,5,45,12
447,50,13,17,50,12,24,17,28,2,11,2,35
448,41,2,26,4,47,14,27,36,10,22,50,25
449,36,11,19,39,37,39,7,2,10,4,13,5
450,10,47,45,10,6,6,28,8,34,43,39,26
451,37,40,25,18,32,26,50,26,15,32,40,44
452,8,42,42,6,32,24,14,14,34,38,44,28
453,45,47,39,48,15,11,25,46,27,19,20,2
454,11,39,44,11,46,46,35,42,41,23,10,17
455,17,21,42,13,30,41,10,22,34,41,35,16
456,24,12,29,2,22,41,5,9,31,27,12,50
457,23,38,42,10,25,39,4,36,43,10,46,33
458,19,7,1,13,35,20,10,20,49,41,47,6
459,32,27,36,49,10,43,35,45,14,41,48,26
460,12,32,14,21,32,29,17,17,13,39,47,27
461,12,30,3,5,17,34,16,11,41,24,6,4
462,29,20,44,43,35,7,12,41,31,26,22,48
463,24,40,31,33,6,47,46,13,50,25,28,36
464,26,4,41,46,30,15,6,13,7,48,26,31
465,41,6,46,14,31,25,30,5,7,26,25,38
466,20,43,2,37,44,26,23,6,22,43,10,39
467,41,43,28,41,45,27,42,14,9,48,24,4
468,10,36,37,7,9,8,35,36,31,50,11,20
469,8,12,14,29,13,42,8,40,46,1,19,43
470,39,47,29,12,10,6,40,19,36,14,42,5
471,19,35,48,47,15,4,22,28,10,14,19,12
472,47,27,40,21,38,35,47,47,43,28,47,12
473,29,24,9,1,26,30,24,41,33,25,12,12
474,48,46,39,24,6,35,4,41,20,30,47,43
475,19,1,47,10,33,37,3,9,46,27,28,12
476,49,13,32,3,40,44,36,2,30,30,32,14
477,9,38,30,30,20,15,22,10,34,47,19,47
478,22,15,46,31,45,17,47,23,15,36,40,9
479,36,26,18,11,34,33,25,35,37,29,50,33
480,19,7,15,37,12,45,37,38,45,15,13,43
481,35,5,15,19,1,17,43,14,32,1,6,45
482,6,11,23,9,38,31,14,39,6,44,16,50
483,39,31,14,23,33,15,37,45,13,14,26,6
484,19,45,6,27,36,32,23,14,33,30,39,44
485,50,3,15,26,27,24,14,7,18,50,44,22
486,36,34,10,46,13,45,13,12,39,41,26,18
487,22,21,36,36,18,38,50,12,24,29,27,33
488,20,39,13,44,48,24,20,29,16,14,36,20
489,35,29,15,33,22,15,48,50,39,20,20,29
490,5,35,28,27,50,38,4,3,22,1,28,29
491,50,27,9,17,8,20,37,4,33,47,6,26
492,6,38,30,50,41,4,36,18,36,46,28,26
493,24,38,2,19,48,2,34,34,46,17,13,4
494,21,3,15,45,41,16,24,6,20,45,4,24
495,3,9,46,14,10,48,37,13,38,43,20,20
496,18,6,10,31,6,31,20,13,17,41,6,28
497,29,23,4,11,2,33,39,36,12,31,32,49
498,1,27,42,9,3,7,9,5,41,38,46,18
499,12,20,1,24,22,50,40,19,1,45,19,12
500,49,28,3,8,28,23,28,30,47,28,32,31
501,19,49,35,28,40,7,22,12,39,28,48,5
502,28,40,30,15,42,19,39,48,46,13,39,12
503,37,50,10,46,31,32,26,35,15,11,42,14
504,20,33,24,23,50,26,7,5,46,19,10,47
505,40,29,34,8,46,13,28,3,6,3,31,3
506,1,31,18,38,29,48,3,10,13,7,20,39
507,7,34,32,1,19,21,28,42,15,25,48,18
508,10,23,10,18,31,47,4,4,17,12,47,37
509,19,29,31,17,22,39,4,2,42,46,40,35
510,14,44,29,26,5,11,19,11,7,38,10,11
511,40,36,38,7,10,40,31,16,45,1,9,33
512,13,7,25,29,32,12,22,31,30,12,31,48
513,31,39,4,18,17,13,15,47,7,15,48,36
514,40,10,38,27,24,19,3,25,31,13,24,35
515,34,42,12,14,16,8,4,1,20,27,20,40
516,49,29,40,37,44,8,20,1,46,35,12,5
517,34,5,3,39,21,21,17,25,33,12,6,15
518,47,22,6,49,17,22,41,49,11,37,18,22
519,11,24,49,25,28,28,39,26,25,42,14,2
520,22,37,31,13,37,34,9,1,26,47,4,9
521,38,21,10,41,41,18,25,36,46,12,17,14
522,8,24,47,8,6,28,49,27,30,42,16,3
523,39,47,6,46,30,34,23,36,27,8,17,47
524,27,19,19,40,2,37,9,45,49,33,11,42
525,3,3,27,38,38,6,32,37,7,18,28,9
526,44,30,16,28,36,21,32,7,2,48,41,4
527,38,35,33,25,32,30,1,39,39,36,19,26
528,6,14,25,5,25,32,25,25,32,32,31,7
529,10,36,44,14,34,17,32,31,44,17,42,27
530,19,27,19,3,23,43,16,10,27,23,16,37
531,5,16,3,39,2,32,13,31,13,1,23,46
532,29,42,3,41,5,47,40,12,11,11,24,39
533,9,36,18,12,18,5,16,38,14,8,34,36
534,18,36,18,40,49,26,44,46,13,42,37,24
535,47,36,21,47,41,20,39,24,5,23,20,19
536,15,2,21,24,43,42,10,9,15,21,40,36
537,21,17,18,46,29,13,36,5,44,50,8,39
538,5,22,48,16,15,11,35,6,43,17,4,22
